"source_code_set","source_category","source_domain","source_code","source_concept_id","source_vocabulary_id","source_description","source_description_synonym","relationship_id","predicate_id","confidence","target_concept_id","target_concept_name","target_vocabulary_id","target_domain_id","author_label","reviewer_label","reviewer_comments","mapping_justification","mapping_tool","mapping_tool_version"
"HPO","HPO","Condition","HP_0004540","37423749","HPO","Congenital, generalized hypertrichosis","Congenital generalised hypertrichosis | Congenital, generalised hypertrichosis | Congenital generalized hypertrichosis | Hypertrichosis universalis","Maps to","skos:exactMatch","1","3654674","Congenital generalized hypertrichosis","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004510","37423741","HPO","Pancreatic islet-cell hyperplasia","Hyperplastic islets of langerhans | Hypertrophic pancreatic islets | Islet of Langerhans hyperplasia | Islets of langerhans hypertrophy | Pancreatic islet-cell hypertrophy","Maps to","skos:exactMatch","1","4278841","Hyperplasia of pancreatic islet beta cell","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004502","37423740","HPO","Bilateral choanal atresia","Bilateral blockage of the rear opening of the nasal cavity | Bilateral obstruction of the rear opening of the nasal cavity","Maps to","skos:exactMatch","1","619227","Bilateral choanal atresia","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004490","37423735","HPO","Calvarial hyperostosis","Hyperostosis of calvarial bones | Increased ossification of calvarial bones | Overgrowth of skullcap","Maps to","skos:exactMatch","1","37204245","X-linked calvarial hyperostosis","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004488","37423734","HPO","Macrocephaly at birth","Big cranium present at birth | Big cranium present since birth | Big skull present at birth | Big skull present since birth | Congenital large cranium | Congenital large skull | Congenital macrocephaly | Head circumference large for gestational age | Large cranium present at birth | Large cranium present since birth | Large skull present at birth | Large skull present since birth","Maps to","skos:exactMatch","1","606632","Congenital macrocephaly","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004487","37423733","HPO","Acrobrachycephaly","","Maps to","skos:exactMatch","1","46272643","Acrobrachycephaly","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_0004482","37423730","HPO","Relative macrocephaly","Disproportionately large head | Macrocephaly, relative | Relatively large head","Maps to","skos:exactMatch","1","45757780","Relative macrocephaly","SNOMED","Observation","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004469","37423723","HPO","Chronic bronchitis","","Maps to","skos:exactMatch","1","255841","Chronic bronchitis","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004468","37423722","HPO","Anomalous tracheal cartilage","Abnormal tracheal cartilaginous ring","Maps to","skos:exactMatch","1","4175011","Congenital anomaly of tracheal cartilage","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004467","37423721","HPO","Preauricular pit","Ear pit | Pit in front of the ear | Preauricular earpits | Preauricular fistulas | Preauricular pits | Preauricular sinus","Maps to","skos:exactMatch","1","4025683","Preauricular dimple","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004464","37423719","HPO","Postauricular pit","Pit behind the ear | Postauricular earpits | Postauricular fistula | Posterior auricular pit | Posterior auricular sinus","Maps to","skos:exactMatch","1","4025683","Preauricular dimple","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004459","37423716","HPO","Exostosis of the external auditory canal","External auditory canal exostoses","Maps to","skos:exactMatch","1","381574","Exostosis of external ear canal","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004448","37423709","HPO","Fulminant hepatic failure","","Maps to","skos:exactMatch","1","4340389","Fulminant hepatic failure","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004447","37423708","HPO","Poikilocytosis","","Maps to","skos:exactMatch","1","4013532","Poikilocytosis","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004446","37423707","HPO","Stomatocytosis","erythrocyte stomatocytes | Red cell stomatocytosis","Maps to","skos:exactMatch","1","4139775","Stomatocytosis","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004445","37423706","HPO","Elliptocytosis","Ovalocytes | Ovalocytosis","Maps to","skos:exactMatch","1","4094764","Elliptocytosis","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004444","37423705","HPO","Spherocytosis","","Maps to","skos:exactMatch","1","4066047","Spherocytosis","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004443","37423704","HPO","Lambdoidal craniosynostosis","Lambdoid suture craniosynostosis | Lambdoid suture synostosis","Maps to","skos:exactMatch","1","4033444","Parieto-occipital craniosynostosis","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004442","37423703","HPO","Sagittal craniosynostosis","Craniosynostosis, sagittal | Craniosynostosis, sagittal suture | Early closure of midline skull joint | Midline skull joint closes early | Sagittal suture synostosis","Maps to","skos:exactMatch","1","4032993","Sagittal craniosynostosis","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004438","37423700","HPO","Hyperostosis frontalis interna","Excessive growth of inner surface of the frontal bone | Hyperostosis of the internal surface of the frontal bone | Overgrowth of the inner surface of the frontal bone","Maps to","skos:exactMatch","1","4219370","Hyperostosis interna frontalis","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004434","37423698","HPO","Decreased circulating complement C8 concentration","C8 deficiency | Decreased serum complement C8","Maps to","skos:exactMatch","1","37160350","Complement component 8 deficiency","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004432","37423696","HPO","Agammaglobulinemia","Agammaglobulinaemia","Maps to","skos:exactMatch","1","4002722","Agammaglobulinemia","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004431","37423695","HPO","Complement deficiency","Complement deficiency","Maps to","skos:exactMatch","1","4083784","Complement deficiency disease","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004430","37423694","HPO","Severe combined immunodeficiency","Immunodeficiency, severe combined","Maps to","skos:exactMatch","1","29783","Severe combined immunodeficiency disease","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004429","37423693","HPO","Recurrent viral infections","","Maps to","skos:exactMatch","1","765433","Recurrent viral infection","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004428","37423692","HPO","Elfin facies","Elf-like facial appearance | Elf-like facial features","Maps to","skos:exactMatch","1","4238872","Elfin facies","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004423","37423689","HPO","Cranium bifidum occultum","","Maps to","skos:exactMatch","1","37399396","Enlarged parietal foramina","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004421","37423687","HPO","Elevated systolic blood pressure","Elevated systolic BP","Maps to","skos:exactMatch","1","4109301","Increased systolic arterial pressure","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004420","37423686","HPO","Arterial thrombosis","Blood clot in artery","Maps to","skos:exactMatch","1","4278217","Arterial thrombosis","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004418","37423684","HPO","Thrombophlebitis","","Maps to","skos:exactMatch","1","320741","Thrombophlebitis","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004417","37423683","HPO","Intermittent claudication","","Maps to","skos:exactMatch","1","442774","Intermittent claudication","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004415","37423681","HPO","Pulmonary artery stenosis","Narrowing of lung artery","Maps to","skos:exactMatch","1","4317288","Pulmonary artery stenosis","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004414","37423680","HPO","Abnormality of the pulmonary artery","Abnormality of lung artery","Maps to","skos:exactMatch","1","435646","Congenital anomaly of pulmonary artery","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004411","37423679","HPO","Deviated nasal septum","Crooked nasal septum | Crooked septum of nose | Deviated septum of nose","Maps to","skos:exactMatch","1","377910","Deviated nasal septum","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004409","37423678","HPO","Hyposmia","Decreased smell sensation | Sense of smell impaired","Maps to","skos:exactMatch","1","4307095","Sense of smell impaired","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004404","37423673","HPO","Abnormal nipple morphology","Abnormality of the nipple","Maps to","skos:exactMatch","1","45763690","Abnormal nipple","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004401","37423671","HPO","Meconium ileus","Meconium ileus in neonates","Maps to","skos:exactMatch","1","193591","Meconium ileus","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004398","37423668","HPO","Peptic ulcer","Sore in the lining of gastrointestinal tract","Maps to","skos:exactMatch","1","4027663","Peptic ulcer","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004397","37423667","HPO","Ectopic anus","Abnormal anus position | Anus malposition","Maps to","skos:exactMatch","1","4197547","Ectopic anus","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_0004396","37423666","HPO","Poor appetite","Decreased appetite | Loss of appetite","Maps to","skos:exactMatch","1","4275273","Decrease in appetite","SNOMED","Observation","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004395","37423665","HPO","Malnutrition","","Maps to","skos:exactMatch","1","4090739","Nutritional disorder","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004394","37423664","HPO","Multiple gastric polyps","","Maps to","skos:exactMatch","1","4337545","Gastric polyposis","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004392","37423663","HPO","Prune belly","","Maps to","skos:exactMatch","1","201397","Prune belly syndrome","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_0004390","37423662","HPO","Hamartomatous polyposis","Gastrointestinal hamartoma | Hamartomatous polyps","Maps to","skos:exactMatch","1","4099607","Hamartomatous polyp","SNOMED","Observation","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004389","37423661","HPO","Intestinal pseudo-obstruction","Intestinal pseudoobstruction","Maps to","skos:exactMatch","1","4342766","Pseudo-obstruction of intestine","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004388","37423660","HPO","Microcolon","","Maps to","skos:exactMatch","1","4085147","Microcolon","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004387","37423659","HPO","Enterocolitis","","Maps to","skos:exactMatch","1","4184503","Enterocolitis","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004386","37423658","HPO","Gastrointestinal inflammation","GI inflammation","Maps to","skos:exactMatch","1","4043371","Inflammatory disorder of digestive tract","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004385","37423657","HPO","Protracted diarrhea","Protracted diarrhoea","Maps to","skos:exactMatch","1","4341247","Protracted diarrhea","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004384","37423656","HPO","Type I truncus arteriosus","Persistent truncus arteriosus type I | Type 1 truncus arteriosus","Maps to","skos:exactMatch","1","4252111","Common arterial trunk and common origin of pulmonary arteries","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004383","37423655","HPO","Hypoplastic left heart","Heart left ventricle hypoplasia | Left ventricular hypoplasia | Underdeveloped left heart","Maps to","skos:exactMatch","1","440207","Hypoplastic left heart syndrome","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004382","37423654","HPO","Mitral valve calcification","","Maps to","skos:exactMatch","1","43022047","Calcification of mitral valve","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004381","37423653","HPO","Supravalvular aortic stenosis","","Maps to","skos:exactMatch","1","4147787","Supravalvar aortic stenosis","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004380","37423652","HPO","Aortic valve calcification","","Maps to","skos:exactMatch","1","4108164","Aortic valve calcification","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004378","37423650","HPO","Abnormality of the anus","","Maps to","skos:exactMatch","1","443951","Disorder of anus","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004377","37423649","HPO","Hematological neoplasm","Haematological neoplasm","Maps to","skos:exactMatch","1","4044013","Hematologic neoplasm","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004375","37423647","HPO","Neoplasm of the nervous system","Tumor of the nervous system | Tumour of the nervous system","Maps to","skos:exactMatch","1","444200","Neoplasm of nervous system","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004373","37423645","HPO","Focal dystonia","","Maps to","skos:exactMatch","1","40481630","Focal dystonia","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_0004372","37423644","HPO","Reduced consciousness/confusion","Disturbances of consciousness | Lowered consciousness | Reduced consciousness/confusion","Maps to","skos:exactMatch","1","376961","Disturbance of consciousness","SNOMED","Observation","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004371","37423643","HPO","Abnormality of glycosaminoglycan metabolism","","Maps to","skos:exactMatch","1","4029881","Disorder of glycosaminoglycan metabolism","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_0004370","37423642","HPO","Abnormality of temperature regulation","Impaired temperature control | Impaired temperature regulation | Inability to control temperature | Inability to regulate temperature | Poor control of temperature | Poor regulation of temperature | Poor temperature control | Poor temperature regulation | Unable to control temperature","","skos:exactMatch","1","4311693","Ineffective thermoregulation","SNOMED","Observation","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004360","37423634","HPO","Abnormality of acid-base homeostasis","","Maps to","skos:exactMatch","1","4096947","Disorder of acid-base balance","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004353","37423628","HPO","Abnormal circulating pyrimidine concentration","","Maps to","skos:exactMatch","1","440066","Disorder of purine and pyrimidine metabolism","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004352","37423627","HPO","Abnormal circulating purine concentration","Abnormal circulating purine level","Maps to","skos:exactMatch","1","4139452","Disorder of purine metabolism","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Measurement","HP_0004349","37423626","HPO","Reduced bone mineral density","Decreased bone mineral density | Decreased bone mineral density Z score | Low solidness and mass of the bones","Maps to","skos:exactMatch","1","42709909","Bone density below reference range","SNOMED","Measurement","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004345","37423623","HPO","Ganglioside accumulation","","Maps to","skos:exactMatch","1","4180066","Gangliosidosis","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004337","37423615","HPO","Abnormality of amino acid metabolism","","Maps to","skos:exactMatch","1","435774","Disorder of amino acid metabolism","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004334","37423613","HPO","Dermal atrophy","Atrophic skin | Skin atrophy | Skin degeneration","Maps to","skos:exactMatch","1","134118","Atrophic condition of skin","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004332","37423611","HPO","Abnormal lymphocyte morphology","Abnormality of cells of the lymphoid lineage | Abnormal lymphocytes","Maps to","skos:exactMatch","1","4094427","Lymphocyte abnormality","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004331","37423610","HPO","Decreased skull ossification","Decreased bone formation of skull | Deficient skull ossification | Hypoossification of skull | Ossification defect of skull | Poorly mineralized skull | Poorly ossified skull | Poorly ossified skull bones","Maps to","skos:exactMatch","1","4109956","Defect of skull ossification","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004330","37423609","HPO","Increased skull ossification","Hyperossification of skull | Hyperostosis of skull | Sclerosis of bones of skull | Sclerosis of skull","Maps to","skos:exactMatch","1","37311944","Hyperostosis of skull","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004329","37423608","HPO","Abnormal posterior eye segment morphology","Abnormality of the posterior segment of the eye | Abnormality of the posterior segment of the eyeball | Abnormality of the posterior segment of the globe | Abnormal morphology of the posterior segment of the globe","Maps to","skos:exactMatch","1","4027883","Disorder of posterior segment of eye","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004328","37423607","HPO","Abnormal anterior eye segment morphology","Abnormal anterior segment morphology | Abnormality of the anterior segment of the eye | Abnormality of the anterior segment of the eyeball | Abnormality of the anterior segment of the globe","Maps to","skos:exactMatch","1","4134422","Disorder of anterior segment of eye","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004326","37423605","HPO","Cachexia","Wasting syndrome","Maps to","skos:exactMatch","1","134765","Cachexia","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_0004325","37423604","HPO","Decreased body weight","Decreased weight | Low body weight | Low weight | Weight less than 3rd percentile","Maps to","skos:exactMatch","1","4134010","Weight decreased","SNOMED","Observation","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_0004324","37423603","HPO","Increased body weight","","Maps to","skos:exactMatch","1","4134784","Weight increased","SNOMED","Observation","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_0004323","37423602","HPO","Abnormality of body weight","","Maps to","skos:exactMatch","1","4330994","Abnormal weight","SNOMED","Observation","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004322","37423601","HPO","Short stature","Decreased body height | Height less than 3rd percentile | Small stature | Stature below 3rd percentile","Maps to","skos:exactMatch","1","440076","Short stature disorder","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004321","37423600","HPO","Bladder fistula","","Maps to","skos:exactMatch","1","201345","Fistula of urinary bladder","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004320","37423599","HPO","Vaginal fistula","","Maps to","skos:exactMatch","1","4261630","Fistulous opening in vagina","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004319","37423598","HPO","Decreased circulating aldosterone level","Decreased aldosterone | Decreased aldosterone production | Decreased serum aldosterone | Hypoaldosteronism | Low blood aldosterone level | Mineralocorticoid insufficiency","Maps to","skos:exactMatch","1","4247152","Aldosterone deficiency","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004315","37423597","HPO","Decreased circulating IgG level","Decreased circulating IgG level | Decreased gamma-globin expression | Decreased IgG level | Decreased IgG level in blood | Decreased immunoglobulin G | Decreased serum IgG | IgG deficiency | Reduced IgG levels","Maps to","skos:exactMatch","1","37016159","Immunoglobulin G deficiency","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004313","37423596","HPO","Decreased circulating antibody level","Decreased antibody level in blood | Decreased circulating antibody level | Decreased immunoglobulin level | Decreased serum immunoglobulin | Hypogammaglobulinemia | Immunoglobulin deficiency | Reduced immunoglobulin levels","Maps to","skos:exactMatch","1","440072","Hypogammaglobulinemia","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004309","37423593","HPO","Ventricular preexcitation","Preexcitation | Pre-excitation syndrome | Ventricular pre-excitation","Maps to","skos:exactMatch","1","4108828","Ventricular pre-excitation","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004308","37423592","HPO","Ventricular arrhythmia","Ventricular arrhythmias","Maps to","skos:exactMatch","1","4185572","Ventricular arrhythmia","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004305","37423589","HPO","Involuntary movements","Involuntary muscle contractions","Maps to","skos:exactMatch","1","4143065","Involuntary movement","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004299","37423586","HPO","Hernia of the abdominal wall","Herniated abdominal wall","Maps to","skos:exactMatch","1","199860","Hernia of abdominal cavity","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004277","37423565","HPO","Fractured hand bones","Broken hand bones","Maps to","skos:exactMatch","1","4071876","Fracture of hand","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004276","37423564","HPO","Exostoses of hand bones","","Maps to","skos:exactMatch","1","1246673","Exostosis of hand","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004232","37423523","HPO","Accessory carpal bones","Supernumerary carpal bones","Maps to","skos:exactMatch","1","74160","Accessory carpal bones","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004231","37423522","HPO","Carpal bone aplasia","Absent carpal bone | Absent carpal bones | Absent carpal ossification center | Absent carpal ossification centre | Aplastic carpal bone","Maps to","skos:exactMatch","1","1448692","Aplasia of carpal bone","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004226","37423519","HPO","Curved distal phalanx of the 5th finger","Curved outermost little finger bone | Curved outermost pinkie finger bone | Curved outermost pinky finger bone | Curved terminal phalanx of the little finger","Maps to","skos:exactMatch","1","1450778","Abnormal curvature of distal phalanx of little finger","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0010784","37423515","HPO","Uterine neoplasm","Uterine tumor | Uterine tumour","Maps to","skos:exactMatch","1","4131007","Neoplasm of uterus","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004214","37423509","HPO","Curved phalanges of the 5th finger","Curved little finger bone | Curved pinkie finger bone | Curved pinky finger bone","Maps to","skos:exactMatch","1","1450786","Abnormal curvature of phalanx of little finger","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004099","37423495","HPO","Macrodactyly","Finger overgrowth | Megalodactyly","Maps to","skos:exactMatch","1","4171699","Congenital macrodactyly","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004097","37423494","HPO","Deviation of finger","Atypical position of finger | Deviated fingers | Finger pointing in a different direction than usual","Maps to","skos:exactMatch","1","4067861","Deviation of finger","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004060","37423492","HPO","Trident hand","trident abnormality | trident deformity","Maps to","skos:exactMatch","1","4097014","Trident hand","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0004050","37423485","HPO","Absent hand","Acheiria","Maps to","skos:exactMatch","1","4159298","Congenital absence of hand","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
