mapping_concept_id,mapping_concept_code,confidence,predicate_id,mapping_justification,mapping_provider,author_id,author_label,reviewer_id,reviewer_label,mapping_tool,mapping_tool_version
87,WF100009|| - ||WAVEFORM|| - ||No matching concept|| - ||None,1,skos:noMatch,sempav:manualMappingCuration,https://docs.google.com/spreadsheets/d/13LvLymaCRa3vO6jk_I48qjEr6c_0BKuaTvhLdbuAEtY/edit?usp=sharing,1,Polina Talapova,0,Polina Talapova,Google Sheet Workflow,v1.0
35,WF100010|| - ||Waveform Extension|| - ||No matching concept|| - ||None,1,skos:noMatch,sempav:manualMappingCuration,https://docs.google.com/spreadsheets/d/13LvLymaCRa3vO6jk_I48qjEr6c_0BKuaTvhLdbuAEtY/edit?usp=sharing,1,Polina Talapova,0,Polina Talapova,Google Sheet Workflow,v1.0
88,WF100010|| - ||WAVEFORM|| - ||No matching concept|| - ||None,1,skos:noMatch,sempav:manualMappingCuration,https://docs.google.com/spreadsheets/d/13LvLymaCRa3vO6jk_I48qjEr6c_0BKuaTvhLdbuAEtY/edit?usp=sharing,1,Polina Talapova,0,Polina Talapova,Google Sheet Workflow,v1.0
36,WF100011|| - ||Waveform Extension|| - ||No matching concept|| - ||None,1,skos:noMatch,sempav:manualMappingCuration,https://docs.google.com/spreadsheets/d/13LvLymaCRa3vO6jk_I48qjEr6c_0BKuaTvhLdbuAEtY/edit?usp=sharing,1,Polina Talapova,0,Polina Talapova,Google Sheet Workflow,v1.0
89,WF100011|| - ||WAVEFORM|| - ||No matching concept|| - ||None,1,skos:noMatch,sempav:manualMappingCuration,https://docs.google.com/spreadsheets/d/13LvLymaCRa3vO6jk_I48qjEr6c_0BKuaTvhLdbuAEtY/edit?usp=sharing,1,Polina Talapova,0,Polina Talapova,Google Sheet Workflow,v1.0
37,WF100012|| - ||Waveform Extension|| - ||No matching concept|| - ||None,1,skos:noMatch,sempav:manualMappingCuration,https://docs.google.com/spreadsheets/d/13LvLymaCRa3vO6jk_I48qjEr6c_0BKuaTvhLdbuAEtY/edit?usp=sharing,1,Polina Talapova,0,Polina Talapova,Google Sheet Workflow,v1.0
90,WF100012|| - ||WAVEFORM|| - ||No matching concept|| - ||None,1,skos:noMatch,sempav:manualMappingCuration,https://docs.google.com/spreadsheets/d/13LvLymaCRa3vO6jk_I48qjEr6c_0BKuaTvhLdbuAEtY/edit?usp=sharing,1,Polina Talapova,0,Polina Talapova,Google Sheet Workflow,v1.0
38,WF100013|| - ||Waveform Extension|| - ||No matching concept|| - ||None,1,skos:noMatch,sempav:manualMappingCuration,https://docs.google.com/spreadsheets/d/13LvLymaCRa3vO6jk_I48qjEr6c_0BKuaTvhLdbuAEtY/edit?usp=sharing,1,Polina Talapova,0,Polina Talapova,Google Sheet Workflow,v1.0
91,WF100013|| - ||WAVEFORM|| - ||No matching concept|| - ||None,1,skos:noMatch,sempav:manualMappingCuration,https://docs.google.com/spreadsheets/d/13LvLymaCRa3vO6jk_I48qjEr6c_0BKuaTvhLdbuAEtY/edit?usp=sharing,1,Polina Talapova,0,Polina Talapova,Google Sheet Workflow,v1.0
39,WF100014|| - ||Waveform Extension|| - ||No matching concept|| - ||None,1,skos:noMatch,sempav:manualMappingCuration,https://docs.google.com/spreadsheets/d/13LvLymaCRa3vO6jk_I48qjEr6c_0BKuaTvhLdbuAEtY/edit?usp=sharing,1,Polina Talapova,0,Polina Talapova,Google Sheet Workflow,v1.0
